text,label,phishing_type,severity,confidence
"안녕하세요. 우리가 우연히 만났던 아동병원 자선 갈라 행사에 대해 말씀하셨던 기억이 나네요. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 카드 교체, 도난, 자선 행사, 이해할 수도 있음, 갑작스러운 긴급 상황, 예상치 못한 상황

지원 데스크,
제이미 리",1,social_engineering_advanced,high,0.82
"[안내] 수신인 귀하, 귀하의 계정을 확인해야 합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 2fa, 보안 질문, 로그인, 계정, 액세스 코드, 보안 코드

올림
카메론 싱",1,credential_harvesting,high,0.78
"우리가 우연히 만났던 아동병원 자선 갈라 행사에 관해 당신이 언급한 것을 기억합니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드 : 금전적 요청, 특이한, 입고 있던, 갑작스러운 긴급

보안팀,
케이시 칸",1,social_engineering_advanced,high,0.85
"제목: 코드 검토 요약

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 의견을 남겼습니다.

타이밍이 맞는지 알려주세요.

드림
제이미 가르시아",0,legitimate,low,0.98
"공지, 귀하의 계정과 관련하여 긴급 공지입니다. 귀하의 액세스 권한은 24시간 이내에 만료됩니다. 중단을 방지하려면 지금 양식을 작성하세요. 이 제안은 마지막 기회이며 자정에 만료됩니다. 즉시 지침을 따르십시오.

키워드: 곧 만료됨 곧 종료됨 기다리지 말고 서둘러 만료됨

지원 데스크,
카메론 킴",1,urgency,medium,0.92
"[안내] 수신인 귀하, 귀하의 계정을 확인해야 합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드 : 개인정보, 인증, 접속코드, 비밀번호 변경, 비밀번호, 로그인

컴플라이언스팀,
케이시 브라운",1,credential_harvesting,high,0.82
"공지, 우리는 회의 후에 다시 만나는 것에 대해 이야기했습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드: 이라크, 출장, 우리는 이야기했다, 관계

올림
샘 리",1,romance_dating,high,0.8
"공지, 최종 경고입니다. 응답하지 않으면 귀하의 계정이 보류됩니다. 법적 조치를 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 법원에 회부됩니다.

키워드: 벌금형 압수 결과 소환 영장

위험 운영,
조던 칸",1,threats,high,0.86
"제목: 팀 점심 계획

워크숍에 참석해 주셔서 감사합니다. 다음은 참고자료와 슬라이드 데크에 대한 링크입니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
제이미 응우옌",0,legitimate,low,0.95
"계좌주님, 이민계좌팀입니다. 귀하의 계정에 보안 문제가 있습니다. 양호한 상태를 유지하려면 오늘 기밀 단계에 따라 계정을 검토하세요. 응답하지 않으면 계정이 정지될 수 있습니다.

키워드: 정책 CIA 법률 위원회 FBI

보안팀,
알렉스 응우옌",1,authority_scam,high,0.82
"안녕하세요. 귀하의 계정이 잠겼습니다. 보안 링크를 사용하여 비밀번호를 재설정하고 액세스를 복원하세요. 계속하려면 2FA 코드를 입력하세요.

키워드: 프로필 보안 질문 핀

보안팀,
알렉스 김",1,credential_harvesting,high,0.87
"제목: 탑승을 환영합니다

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 설명을 추가했습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
모건 웡",0,legitimate,low,0.99
"계정 소유자님, 축하드립니다! 당신은 상품의 우승자입니다. $1,200의 선물을 받으려면 금액 처리를 위해 계좌 번호를 알려주십시오. 이 제안은 오늘만 가능합니다.

키워드 : 부채승자 백만승

지원 데스크,
제이미 브라운",1,financial_scam,medium,0.8
"제목: 교육 세션 메모

안녕하세요 팀, 오늘 동기화의 최신 노트를 공유합니다. 다음 단계는 문서에 첨부되어 있습니다. 당신의 생각을 알려주십시오.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
라일리 브라운",0,legitimate,low,0.99
"제목: 송장 확인

지난 회의의 의사록을 찾아보십시오. 편의를 위해 작업 항목은 메모 끝에 나열되어 있습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
제이미 리",0,legitimate,low,0.96
"안녕하세요. IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: 시스템 관리자, 바이러스, 서버

올림
샘 브라운",1,tech_support,high,0.8
"[안내] 수신인 귀하, 귀하의 계정을 확인해야 합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 액세스 코드, 백업 코드, 2단계, 인증 코드

컴플라이언스팀,
라일리 마르티네즈",1,credential_harvesting,high,0.92
"🚨 [보안 공지] 귀하의 계정에 관한 마지막 공지입니다. 오늘 귀하의 접근이 제한됩니다. 중단을 방지하려면 지금 양식을 작성하세요. 이 제안은 시간에 민감하며 자정에 만료됩니다. 즉시 지침을 따르십시오.

키워드: 최종 공지가 곧 24시간 안에 종료됩니다.

감사합니다,
테일러 싱",1,urgency,high,0.89
"제목: 회의 후속 조치

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

문서를 검토해 주셔서 감사합니다.

드림
에이버리 브라운",0,legitimate,low,0.97
"안녕하세요. 귀하의 계정과 관련하여 긴급하게 공지를 드립니다. 귀하의 액세스 권한은 오늘 만료됩니다. 중단을 방지하려면 지금 양식을 작성하세요. 이 제안은 시간에 민감하며 자정에 만료됩니다. 지금 지침을 따르십시오.

키워드: 오늘만 만료됩니다. 급하게 빨리 만료됩니다.

컴플라이언스팀,
모건 리",1,urgency,high,0.93
"제목: 프로젝트 업데이트

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 의견을 남겼습니다.

문서를 검토해 주셔서 감사합니다.

드림
라일리 웡",0,legitimate,low,0.99
"귀하의 계정에 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 로그인, 비밀번호, 비밀번호 변경

IT 데스크,
조던 브라운",1,credential_harvesting,high,0.82
"제목: 코드 검토 요약

안녕하세요 팀, 오늘 동기화의 최신 노트를 공유합니다. 다음 단계는 문서에 첨부되어 있습니다. 당신의 생각을 알려주십시오.

만나기 전에 자유롭게 메모를 추가하세요.

드림
조던 가르시아",0,legitimate,low,0.96
"제목: 탑승을 환영합니다

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 초안 슬라이드를 가져오세요.

만나기 전에 자유롭게 메모를 추가하세요.

드림
조던 킴",0,legitimate,low,0.96
"참고로 저는 경찰 준법감시팀입니다. 귀하의 계정에 정책 관련 문제가 있습니다. 양호한 상태를 유지하려면 오늘 공식적인 단계에 따라 계정을 검토하세요. 응답하지 않으면 계정이 정지될 수 있습니다.

키워드: 트위터 irs 기밀 세관

감사합니다,
제이미 리",1,authority_scam,high,0.95
"[안내] 수신인 귀하, 귀하의 프로필이 일시 중지되었습니다. 보안 링크를 사용하여 사용자 이름을 확인하고 액세스를 복원하세요. 계속하려면 사용자 이름과 비밀번호를 입력하세요.

키워드: 계정 백업 코드 활성화 코드 복구

위험 운영,
모건 칸",1,credential_harvesting,high,0.91
"제목: 교육 세션 메모

안녕하세요 팀, 오늘 동기화의 메모를 공유합니다. 다음 단계는 공유 문서에 있습니다. 당신의 생각을 알려주십시오.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
제이미 브라운",0,legitimate,low,0.96
"주의, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 해지됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 법원에 회부됩니다.

키워드: 법원 결과 소환 벌금

위험 운영,
제이미 가르시아",1,threats,high,0.86
"제목: 강의실 물류

워크숍에 참석해 주셔서 감사합니다. 다음은 참고 자료 및 슬라이드 데크에 대한 링크입니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
모건 브라운",0,legitimate,low,0.99
"제목: 분기별 로드맵

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
모건 웡",0,legitimate,low,0.97
"안녕하세요. 우리가 우연히 만났던 아동병원 자선 갈라 행사에 대해 말씀하셨던 기억이 나네요. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드 : 개인적인 이야기, 의학회의, 우연히 만난

지원 데스크,
알렉스 응우옌",1,social_engineering_advanced,high,0.89
"안녕하세요. 귀하의 계정과 관련하여 곧 종료됨을 알려드립니다. 귀하의 액세스 권한은 24시간 이내에 만료됩니다. 중단을 방지하려면 지금 양식을 작성하세요. 이 제안은 마지막 기회이며 자정에 만료됩니다. 즉시 지침을 따르십시오.

키워드: 48시간 24시간

감사합니다,
조던 싱",1,urgency,medium,0.78
"안녕하세요. 귀하의 계정에 관한 제한된 제안 알림입니다. 24시간 이내에 액세스가 제한됩니다. 방해를 받지 않으려면 지금 행동하십시오. 이 제안은 시간에 민감하며 곧 종료됩니다. 지금 지침을 따르십시오.

키워드: 곧 종료됩니다.

IT 데스크,
테일러 칸",1,urgency,medium,0.79
"친애하는 고객님, 우리가 우연히 만났던 어린이병원 자선 갈라 행사에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드 : 신뢰구축, 개인사정, 긴급대출, 임시대출, 우연히 마주쳤습니다, 입고 계셨습니다

IT 데스크,
모건 웡",1,social_engineering_advanced,high,0.86
"제목: 분기별 로드맵

다음주 수요일에 연구실을 예약했어요. 캘린더 초대에는 위치 및 장비 세부정보가 포함됩니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
테일러 김",0,legitimate,low,0.99
"[안내] 수신인 귀하, 귀하의 계정을 확인해야 합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: PIN, 백업 코드, 활성화 코드, 인증, 비밀번호 변경, 비밀번호

지원 데스크,
테일러 마르티네즈",1,credential_harvesting,high,0.94
"안녕하세요, 축하합니다! 귀하는 보상을 받을 대상으로 선정되었습니다. £2,500의 선물을 받으려면 금액 처리를 위해 계좌 번호를 알려주십시오. 이 거래는 시간이 제한되어 있습니다.

키워드: 돈 현금 주민등록번호 상환 수수료

보안팀,
케이시 리",1,financial_scam,high,0.78
"제목: 성과 피드백

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

문서를 검토해 주셔서 감사합니다.

드림
알렉스 브라운",0,legitimate,low,0.98
"안녕하세요, 귀하의 로그인이 정지되었습니다. 보안 링크를 사용하여 비밀번호를 재설정하고 액세스를 복원하세요. 계속하려면 2FA 코드를 입력하세요.

키워드: 핀 로그인

지원 데스크,
모건 응우옌",1,credential_harvesting,high,0.82
"계정주님, 아마존 보안팀입니다. 귀하의 계정에 보안 문제가 있습니다. 양호한 상태를 유지하려면 오늘 기밀 단계에 따라 계정을 검토하세요. 응답하지 않으면 보류될 수 있습니다.

키워드: 은행 임원 아마존 페이팔

계정 서비스,
제이미 가르시아",1,authority_scam,high,0.85
"제목: 연구토론

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 검토를 위해 초안 슬라이드를 가져오십시오.

문서를 검토해 주셔서 감사합니다.

드림
테일러 응우옌",0,legitimate,low,0.98
"제목: 네트워킹 이벤트 세부정보

다음주 수요일에 연구실을 예약했어요. 캘린더 초대에는 위치 및 장비 세부정보가 포함됩니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
테일러 브라운",0,legitimate,low,0.99
"제목: 교육 세션 메모

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 초안 슬라이드를 가져오세요.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
라일리 마르티네즈",0,legitimate,low,0.98
"[안내] 수신인 귀하, IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: IT 부서, 버그, 수리

올림
케이시 김",1,tech_support,high,0.85
"경고합니다. 귀하의 계정과 관련하여 긴급 공지입니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 빨리 행동하다, 오늘 만료됨, 기한

지원 데스크,
에이버리 파텔",1,urgency,medium,0.85
"🚨 [보안 공지] 귀하의 계정에 관한 긴급 공지입니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 즉시, 48시간, 기다리지 말고, 오늘 만료됩니다.

올림
제이미 김",1,urgency,medium,0.78
"[안내] 수신인 귀하, IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: 업데이트, 수정, 업그레이드, 문제 해결, 패치

컴플라이언스팀,
카메론 브라운",1,tech_support,high,0.89
"[안내] 수신인 귀하, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 제한됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 판사에게 회부됩니다.

키워드: 압수 제거 즉각적인 조치

지원 데스크,
에이버리 싱",1,threats,high,0.96
"친애하는 고객님, 우리가 우연히 만났던 어린이병원 자선 갈라 행사에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 갑작스러운 긴급 상황, 자선 행사, 귀국, 개인적인 이야기

올림
조던 브라운",1,social_engineering_advanced,high,0.81
"제목: 성과 피드백

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
케이시 김",0,legitimate,low,0.97
"제목: 강의실 물류

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 초안 슬라이드를 가져오세요.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
케이시 웡",0,legitimate,low,0.97
"제목: 프로젝트 업데이트

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

문서를 검토해 주셔서 감사합니다.

드림
조던 가르시아",0,legitimate,low,0.96
"안녕하세요, 우리가 우연히 만났던 아동병원 자선 갈라에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 이해할 수도 있음, 카드 교체, 도난, 임시 대출, 의료 회의, 재정 요청

감사합니다,
에이버리 칸",1,social_engineering_advanced,high,0.95
"안녕하세요. 귀하의 계정에 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드 : 접속코드, 인증코드, 로그인

감사합니다,
조던 웡",1,credential_harvesting,high,0.95
"제목: 팀 점심 계획

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
테일러 파텔",0,legitimate,low,0.95
"🚨 [보안 공지] 이는 귀하의 계정에 관한 빠른 공지입니다. 귀하의 액세스 권한은 오늘 만료됩니다. 중단을 방지하려면 최대한 빨리 응답하세요. 이 제안은 마지막 기회이며 곧 종료됩니다. 즉시 지침을 따르십시오.

키워드: 즉시 신속

위험 운영,
제이미 웡",1,urgency,medium,0.93
"안녕하세요, 마지막 경고입니다. 응답하지 않으면 계정이 차단됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 법원에 회부됩니다.

키워드: 제한 미세 블록 종료

올림
샘 칸",1,threats,high,0.92
"계정 소유자, 최종 경고입니다. 응답하지 않으면 귀하의 계정이 해지됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않으면 기소될 것입니다.

키워드: 종결 압수 영장

보안팀,
에이버리 리",1,threats,high,0.92
"안녕하세요. 회의 후에 다시 만나자고 이야기를 나눴습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드 : 당신을 기억합니다, 도와주세요, 의료 컨퍼런스, 성실함, 아프리카, 로맨스

IT 데스크,
라일리 리",1,romance_dating,medium,0.92
"[안내] 수신인 귀하, 축하드립니다! 당신은 환불의 승자입니다. 3 BTC의 선물을 받으려면 총 처리를 위해 라우팅 번호를 제공하십시오. 이 제안은 오늘만 가능합니다.

키워드 : 선물청구금액 할인 당첨자

올림
제이미 싱",1,financial_scam,medium,0.8
"계정 소유자님, 귀하의 프로필이 정지되었습니다. 보안 링크를 사용하여 비밀번호를 재설정하고 액세스를 복원하세요. 계속하려면 사용자 이름과 비밀번호를 입력하세요.

키워드: 활성화 코드 설정 로그인

올림
조던 싱",1,credential_harvesting,high,0.79
"[안내] 수신인 귀하, 귀하의 계정은 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 로그인, 2단계, 액세스 코드

지원 데스크,
케이시 가르시아",1,credential_harvesting,high,0.83
"안녕하세요 이민회계팀입니다. 귀하의 계정에 보안 위반 사항이 있습니다. 양호한 상태를 유지하려면 오늘 기밀 단계에 따라 계정을 검토하세요. 응답하지 않으면 계정이 정지될 수 있습니다.

키워드: 보드 마이크로소프트 공식 법원

IT 데스크,
케이시 싱",1,authority_scam,high,0.83
"사용자 여러분, 귀하의 계정과 관련하여 긴급 공지를 드립니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 오늘 만료됨, 서두르다, 기간 한정, 한정 제안

감사합니다,
알렉스 파텔",1,urgency,high,0.89
"안녕하세요, 축하합니다! 귀하는 보상을 받을 대상으로 선정되었습니다. ₹80,000를 결제하려면 해당 금액을 처리할 신용카드를 제시하세요. 이 제안은 오늘만 가능합니다.

키워드: 도와주세요 금액 필요 도움 커미션 콘테스트

계정 서비스,
제이미 브라운",1,financial_scam,medium,0.69
"안녕하세요, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 해지됩니다. 법적 조치를 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 판사에게 회부됩니다.

키워드: 동결범죄 종결

컴플라이언스팀,
케이시 칸",1,threats,high,0.82
"[안내] 수신인 귀하, 귀하의 계정과 관련하여 긴급 공지를 드립니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 만료됨, 시간에 민감함, 제한된 시간, 곧 만료됨

지원 데스크,
제이미 마르티네즈",1,urgency,medium,0.94
"제목: 탑승을 환영합니다

워크숍에 참석해 주셔서 감사합니다. 다음은 참고 자료 및 슬라이드 데크에 대한 링크입니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
알렉스 웡",0,legitimate,low,1.0
"[안내] 수신인 귀하, FBI 규정 준수 팀입니다. 귀하의 계정에 정책 위반이 있습니다. 양호한 상태를 유지하려면 오늘 공식적인 단계에 따라 계정을 검토하세요. 미응답시 이용이 제한될 수 있습니다.

키워드: 법원장 시간

지원 데스크,
카메론 파텔",1,authority_scam,high,0.93
"[안내] 수신인 귀하, 귀하의 계정을 확인해야 합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 핀, 비밀번호, 로그인, 비밀번호 변경, 계정, 사용자 이름

컴플라이언스팀,
에이버리 싱",1,credential_harvesting,high,0.92
"사용자 여러분, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 압류됩니다. 법적 조치를 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 법원에 회부됩니다.

키워드: 영장 차단 처벌

계정 서비스,
에이버리 싱",1,threats,high,0.83
"안녕하세요. 귀하의 계정에 관한 긴급 공지입니다. 귀하의 액세스 권한은 오늘 만료됩니다. 중단을 방지하려면 최대한 빨리 응답하세요. 이 제안은 마지막 기회이며 자정에 만료됩니다. 즉시 지침을 따르십시오.

키워드: 지금 행동하세요, 시간에 민감하세요

지원 데스크,
라일리 마르티네즈",1,urgency,high,0.91
"새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 리디렉션, 친구에게 알리기, 전달, 응답 없음, 기밀

감사합니다,
에이버리킴",1,generic_phishing,medium,0.79
"안내드립니다, 축하합니다! 당신은 환불의 승자입니다. 3 BTC를 결제하려면 해당 금액을 처리할 신용 카드를 제공하세요. 이 제안은 오늘만 가능합니다.

키워드: 이체 상환 금액 도움이 필요 보상

계정 서비스,
테일러 싱",1,financial_scam,medium,0.71
"제목: 컨퍼런스 등록

안녕하세요 팀, 오늘 동기화의 메모를 공유합니다. 다음 단계는 공유 문서에 있습니다. 당신의 생각을 알려주십시오.

문서를 검토해 주셔서 감사합니다.

드림
샘 브라운",0,legitimate,low,1.0
"안녕하세요 관세회계팀입니다. 귀하의 계정에 정책 위반이 있습니다. 양호한 상태를 유지하려면 오늘 공식적인 단계에 따라 계정을 검토하세요. 응답하지 않으면 보류될 수 있습니다.

키워드: 기밀 세관 이베이

위험 운영,
카메론 리",1,authority_scam,high,0.79
"제목: 사무실 유지보수

내일 훈련 세션에 대해 간단히 알려드립니다. 자료는 공유드라이브에 있습니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
라일리 브라운",0,legitimate,low,0.97
"[안내] 수신인 귀하, 귀하의 계정에 관한 마지막 공지를 보내는 중입니다. 오늘 귀하의 접근이 제한됩니다. 중단을 방지하려면 지금 양식을 작성하세요. 이 제안은 마지막 기회이며 곧 종료됩니다. 즉시 지침을 따르십시오.

키워드: 지금 행동하세요 시간에 민감하고 한정된 제안이 최대한 빨리 종료됩니다

컴플라이언스팀,
샘 가르시아",1,urgency,high,0.72
"사용자 여러분, IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: 바이러스, 스파이웨어, IT 부서, 시스템 관리자, 업데이트, 감염

계정 서비스,
모건 가르시아",1,tech_support,high,0.88
"안녕하세요. 귀하의 계정과 관련하여 긴급 공지드립니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 곧 만료됨, 기간 한정, 즉시

IT 데스크,
테일러 브라운",1,urgency,medium,0.83
"제목: 강의실 물류

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 설명을 추가했습니다.

타이밍이 맞는지 알려주세요.

드림
샘 웡",0,legitimate,low,0.96
"경고합니다. 귀하의 계정에 관한 마지막 공지를 보내는 중입니다. 24시간 이내에 액세스가 제한됩니다. 중단을 방지하려면 최대한 빨리 응답하세요. 이 제안은 마지막 기회이며 곧 종료됩니다. 즉시 지침을 따르십시오.

키워드 : 한정판매 최종공지

IT 데스크,
알렉스 김",1,urgency,high,0.85
"제목: 연구실 예약 확인

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 초안 슬라이드를 가져오세요.

타이밍이 맞는지 알려주세요.

드림
에이버리 가르시아",0,legitimate,low,0.98
"[안내] 수신인 귀하, 축하드립니다! 귀하는 환불 대상으로 선정되었습니다. ₹80,000의 선물을 받으려면 금액 처리를 위해 계좌번호를 알려주세요. 이 거래는 오늘만 가능합니다.

키워드: 비트코인 부채 수집 사회보장번호 상환

올림
알렉스 마르티네즈",1,financial_scam,medium,0.81
"[안내] 수신인 귀하, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 보류됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않으면 기소될 것입니다.

키워드: 몰수 소환 종료 영장 중단

감사합니다,
모건 김",1,threats,high,0.96
"안녕하세요. 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 기밀, 경고, 공유

지원 데스크,
제이미 브라운",1,generic_phishing,low,0.67
"고객님, 사기방지 보안팀입니다. 귀하의 계정에 보안 문제가 있습니다. 양호한 상태를 유지하려면 오늘 기밀 단계에 따라 계정을 검토하세요. 응답하지 않으면 계정이 정지될 수 있습니다.

키워드: IRS 아메리칸 익스프레스 매니저

보안팀,
제이미 김",1,authority_scam,high,0.81
"귀하의 계정에 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 재설정, 비밀번호, 보안 질문, 인증 코드, 로그인, 로그인

보안팀,
카메론 브라운",1,credential_harvesting,high,0.93
"공지, 귀하의 계정과 관련하여 긴급 공지입니다. 곧 액세스가 제한됩니다. 방해를 받지 않으려면 지금 행동하십시오. 이 제안은 시간에 민감하며 자정에 만료됩니다. 즉시 지침을 따르십시오.

키워드: 빠른 행동 제한된 시간 즉시 즉시

감사합니다,
모건 파텔",1,urgency,high,0.89
"제목: 연구실 가용성

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 검토를 위해 초안 슬라이드를 가져오십시오.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
샘 싱",0,legitimate,low,0.97
"사용자 여러분, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 해지됩니다. 처벌을 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않으면 기소될 것입니다.

키워드: 몰수 삭제 조치 필요

보안팀,
카메론 가르시아",1,threats,high,0.89
